gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
1.5000000000000002,-0.4375,1.125,0.046848,-0.040992,1.03944,0.21100000000000002,-0.4590000000000001,0.562
0.5625,-0.25,1.1875,0.04392,-0.040992,1.035536,0.203,-0.4690000000000001,0.554
1.0625,-0.37500000000000006,2.6875,0.041968,-0.03904,1.035536,0.221,-0.465,0.554
0.5625,0.0625,2.6875,0.042943999999999996,-0.040992,1.03944,0.20200000000000004,-0.468,0.562
0.8125,-0.5,1.5625,0.044896,-0.040015999999999996,1.030656,0.22200000000000003,-0.47100000000000003,0.5630000000000001
0.6875,0.0625,1.75,0.042943999999999996,-0.04392,1.038464,0.213,-0.461,0.553
0.4375,-0.4375,1.25,0.041968,-0.041968,1.037488,0.21900000000000003,-0.47,0.55
0.5625,-0.3125,1.125,0.040992,-0.042943999999999996,1.0365119999999999,0.20900000000000002,-0.463,0.5680000000000001
0.875,-0.3125,0.8125,0.040992,-0.045871999999999996,1.03944,0.21600000000000003,-0.466,0.5680000000000001
1.0,-0.5625,0.875,0.040992,-0.041968,1.037488,0.21,-0.466,0.549
0.5625,-0.8125,0.875,0.040992,-0.042943999999999996,1.035536,0.20400000000000001,-0.47,0.5630000000000001
1.375,-0.8125,1.3125,0.040015999999999996,-0.04392,1.03944,0.196,-0.461,0.556
1.125,-0.625,1.6875,0.038064,-0.041968,1.03944,0.20800000000000002,-0.462,0.55
1.0625,-0.6875,1.0,0.040992,-0.045871999999999996,1.038464,0.215,-0.462,0.557
1.5000000000000002,-0.5,0.875,0.041968,-0.041968,1.037488,0.20800000000000002,-0.462,0.562
1.0,-0.6875,1.25,0.040015999999999996,-0.044896,1.040416,0.21200000000000002,-0.4590000000000001,0.5640000000000001
0.7500000000000001,-0.6875,1.375,0.03904,-0.042943999999999996,1.0365119999999999,0.215,-0.467,0.5760000000000001
1.25,-0.4375,1.125,0.041968,-0.04392,1.043344,0.21400000000000002,-0.47,0.561
1.0625,-0.8125,0.875,0.040015999999999996,-0.042943999999999996,1.0413919999999999,0.21700000000000003,-0.463,0.556
1.3125,-0.37500000000000006,1.4375,0.040992,-0.045871999999999996,1.038464,0.21700000000000003,-0.457,0.5640000000000001
1.5625,-0.8125,1.6875,0.038064,-0.042943999999999996,1.0413919999999999,0.21600000000000003,-0.46,0.5630000000000001
2.1875,-0.37500000000000006,3.0625,0.040015999999999996,-0.041968,1.040416,0.21900000000000003,-0.463,0.556
1.75,-0.25,2.25,0.041968,-0.04392,1.0365119999999999,0.218,-0.456,0.547
2.0,-0.0625,1.25,0.04392,-0.047824,1.040416,0.21100000000000002,-0.457,0.562
1.4375,-0.4375,1.3125,0.038064,-0.041968,1.03944,0.213,-0.4640000000000001,0.547
1.25,-1.125,1.3125,0.040015999999999996,-0.041968,1.040416,0.20900000000000002,-0.457,0.559
1.25,-0.625,1.3125,0.03904,-0.045871999999999996,1.040416,0.22,-0.468,0.561
1.125,-0.5,1.8749999999999998,0.03904,-0.042943999999999996,1.037488,0.21600000000000003,-0.47,0.555
1.4375,-0.8125,1.5625,0.040015999999999996,-0.041968,1.038464,0.205,-0.47,0.556
2.9375,-0.875,0.5,0.038064,-0.044896,1.043344,0.213,-0.461,0.547
5.1875,-1.8125000000000002,-0.25,0.040015999999999996,-0.037087999999999996,1.023824,0.215,-0.455,0.552
2.9375,-0.4375,-0.125,0.040015999999999996,-0.034159999999999996,1.0413919999999999,0.205,-0.463,0.558
0.875,-0.625,0.7500000000000001,0.032208,-0.047824,1.0462719999999999,0.218,-0.467,0.557
4.25,-1.1875,1.0625,0.034159999999999996,-0.045871999999999996,1.022848,0.20900000000000002,-0.468,0.538
1.0625,-1.125,1.3125,0.041968,-0.041968,1.02968,0.21900000000000003,-0.462,0.56
1.3125,-1.0,0.37500000000000006,0.040015999999999996,-0.034159999999999996,1.035536,0.22200000000000003,-0.466,0.553
2.25,-0.9374999999999999,0.625,0.037087999999999996,-0.035136,1.038464,0.21200000000000002,-0.45400000000000007,0.553
0.6875,-1.25,1.1875,0.03904,-0.036112,1.040416,0.20800000000000002,-0.456,0.546
0.9374999999999999,-0.6875,1.125,0.035136,-0.044896,1.032608,0.22,-0.45400000000000007,0.551
-0.25,-0.625,1.3125,0.038064,-0.041968,1.040416,0.215,-0.45400000000000007,0.553
1.8749999999999998,-0.625,1.5000000000000002,0.044896,-0.03904,1.03944,0.21900000000000003,-0.4590000000000001,0.562
0.6875,-0.875,1.75,0.045871999999999996,-0.033184,1.03944,0.22,-0.463,0.557
0.25,-0.7500000000000001,0.6875,0.040015999999999996,-0.036112,1.03456,0.21700000000000003,-0.47100000000000003,0.562
1.5000000000000002,-0.5,0.5,0.035136,-0.044896,1.037488,0.205,-0.462,0.552
1.4375,-0.875,1.6875,0.031232000000000003,-0.048799999999999996,1.033584,0.21,-0.4690000000000001,0.57
0.7500000000000001,-0.9374999999999999,1.9375,0.03904,-0.041968,1.038464,0.21400000000000002,-0.465,0.561
0.3125,-0.6875,3.0625,0.04392,-0.047824,1.03944,0.20400000000000001,-0.456,0.5730000000000001
0.25,-0.7500000000000001,3.1875,0.045871999999999996,-0.029279999999999997,1.03944,0.21400000000000002,-0.455,0.5690000000000001
0.6875,-1.5625,2.5,0.040015999999999996,-0.038064,1.035536,0.21600000000000003,-0.465,0.5640000000000001
1.25,-1.1875,2.625,0.046848,-0.041968,1.03944,0.21400000000000002,-0.463,0.5640000000000001
0.4375,-1.0625,0.625,0.045871999999999996,-0.04392,1.032608,0.213,-0.466,0.555
0.0,-1.0625,0.37500000000000006,0.041968,-0.041968,1.038464,0.21600000000000003,-0.4640000000000001,0.5630000000000001
-0.5,-1.375,-0.37500000000000006,0.035136,-0.049776,1.0413919999999999,0.21600000000000003,-0.46,0.5730000000000001
0.0625,-1.375,-0.8125,0.038064,-0.045871999999999996,1.04432,0.213,-0.45300000000000007,0.555
0.4375,-1.125,-0.37500000000000006,0.040992,-0.042943999999999996,1.037488,0.21100000000000002,-0.47,0.5640000000000001
0.4375,-1.25,-0.875,0.040992,-0.048799999999999996,1.038464,0.22400000000000003,-0.468,0.561
0.37500000000000006,-1.0625,-0.5,0.044896,-0.040992,1.038464,0.21600000000000003,-0.461,0.553
0.3125,-1.6875,-0.9374999999999999,0.03904,-0.054656,1.0365119999999999,0.215,-0.4640000000000001,0.56
1.3125,-0.9374999999999999,-1.625,0.034159999999999996,-0.054656,1.042368,0.21700000000000003,-0.46,0.558
0.5625,-1.625,-1.1875,0.040992,-0.05563200000000001,1.03944,0.213,-0.463,0.5640000000000001
0.25,-0.8125,-1.3125,0.038064,-0.054656,1.025776,0.21200000000000002,-0.465,0.562
0.0625,-0.5625,-1.3125,0.03904,-0.047824,1.02968,0.213,-0.47,0.556
1.0625,-0.0625,-0.18750000000000003,0.05368,-0.035136,1.035536,0.20800000000000002,-0.456,0.56
0.5,0.125,-1.3125,0.035136,-0.048799999999999996,1.032608,0.21200000000000002,-0.461,0.549
1.5000000000000002,-0.8125,-4.5625,0.040992,-0.054656,1.03944,0.20900000000000002,-0.467,0.555
1.75,-0.4375,-1.0,0.05758399999999999,-0.029279999999999997,1.042368,0.20600000000000002,-0.465,0.557
1.375,-0.4375,-0.875,0.040015999999999996,-0.047824,1.03944,0.205,-0.4690000000000001,0.5640000000000001
1.125,-1.5625,-0.5,0.044896,-0.038064,1.038464,0.19700000000000004,-0.45400000000000007,0.554
1.1875,-1.75,1.4375,0.048799999999999996,-0.033184,1.03456,0.195,-0.466,0.555
2.0,-1.9375,1.6875,0.04392,-0.050752,1.035536,0.203,-0.462,0.553
2.6875,-1.0,0.4375,0.045871999999999996,-0.048799999999999996,1.0462719999999999,0.19400000000000003,-0.466,0.562
3.0625,-1.5000000000000002,1.375,0.042943999999999996,-0.037087999999999996,1.045296,0.21100000000000002,-0.467,0.5680000000000001
2.6875,-2.6875,2.625,0.037087999999999996,-0.046848,1.028704,0.196,-0.456,0.561
1.75,-1.5625,1.25,0.040992,-0.046848,1.042368,0.20200000000000004,-0.45400000000000007,0.552
1.5000000000000002,-1.375,-0.3125,0.048799999999999996,-0.044896,1.030656,0.20400000000000001,-0.463,0.548
1.125,-0.7500000000000001,0.3125,0.037087999999999996,-0.044896,1.03944,0.20900000000000002,-0.461,0.559
1.0,-0.37500000000000006,1.8749999999999998,0.050752,-0.041968,1.047248,0.20700000000000002,-0.468,0.554
0.9374999999999999,-1.125,1.375,0.050752,-0.040015999999999996,1.035536,0.20200000000000004,-0.4640000000000001,0.554
1.75,-0.875,0.7500000000000001,0.050752,-0.050752,1.038464,0.21100000000000002,-0.466,0.5710000000000001
0.875,-0.4375,0.18750000000000003,0.046848,-0.044896,1.037488,0.21400000000000002,-0.455,0.5720000000000001
1.75,-0.5,0.37500000000000006,0.045871999999999996,-0.046848,1.038464,0.20800000000000002,-0.462,0.5740000000000001
1.625,-1.125,-0.6875,0.027328,-0.07710399999999999,1.060912,0.213,-0.47200000000000003,0.5630000000000001
3.125,0.125,2.0,0.008784,-0.096624,1.04432,0.20900000000000002,-0.4690000000000001,0.5640000000000001
1.8749999999999998,-1.375,5.8125,0.022448,-0.045871999999999996,1.050176,0.20700000000000002,-0.47400000000000003,0.562
2.5625,-1.75,6.000000000000001,0.062464000000000006,-0.025376,1.0413919999999999,0.2,-0.467,0.56
2.125,-1.5000000000000002,4.1875,0.060511999999999996,-0.013664,1.0365119999999999,0.215,-0.457,0.561
1.8125000000000002,-2.0625,0.5,0.05563200000000001,-0.030255999999999998,1.035536,0.20400000000000001,-0.468,0.5720000000000001
1.1875,-1.0,0.25,0.042943999999999996,-0.052704,1.038464,0.213,-0.467,0.5660000000000001
1.375,-1.25,1.0,0.044896,-0.049776,1.0462719999999999,0.20600000000000002,-0.457,0.552
2.125,-0.37500000000000006,2.8125,0.054656,-0.036112,1.04432,0.20600000000000002,-0.465,0.5630000000000001
0.3125,-1.4375,2.25,0.045871999999999996,-0.040015999999999996,1.0365119999999999,0.20200000000000004,-0.4640000000000001,0.565
1.8749999999999998,-0.3125,3.125,0.049776,-0.032208,1.0413919999999999,0.205,-0.466,0.5670000000000001
1.4375,-1.5000000000000002,1.375,0.051727999999999996,-0.044896,1.042368,0.19200000000000003,-0.4640000000000001,0.561
1.1875,-0.6875,2.125,0.054656,-0.032208,1.043344,0.22,-0.467,0.553
0.8125,-1.9375,1.0625,0.046848,-0.046848,1.035536,0.20800000000000002,-0.4690000000000001,0.561
1.9375,-0.9374999999999999,1.3125,0.047824,-0.048799999999999996,1.043344,0.201,-0.466,0.5790000000000001
1.5625,-0.6875,1.0625,0.046848,-0.04392,1.032608,0.21100000000000002,-0.4640000000000001,0.5660000000000001
2.0625,-0.5625,1.8749999999999998,0.047824,-0.046848,1.043344,0.199,-0.456,0.5710000000000001
1.3125,-0.5625,1.25,0.049776,-0.044896,1.0316319999999999,0.20800000000000002,-0.462,0.555
1.3125,-2.125,-0.125,0.040015999999999996,-0.06539199999999999,1.01016,0.20700000000000002,-0.465,0.551
1.25,-1.0625,6.75,0.045871999999999996,-0.06831999999999999,1.035536,0.20600000000000002,-0.4640000000000001,0.5740000000000001
2.6875,-2.875,5.75,0.034159999999999996,-0.041968,1.0413919999999999,0.20800000000000002,-0.46,0.554
1.4375,-2.4375,6.3125,0.056608,-0.029279999999999997,1.035536,0.21200000000000002,-0.47600000000000003,0.561
1.375,-2.8125,4.4375,0.061488,-0.031232000000000003,1.045296,0.20600000000000002,-0.4690000000000001,0.56
0.5,-2.375,5.0,0.06539199999999999,-0.018543999999999998,1.030656,0.226,-0.47100000000000003,0.556
-0.7500000000000001,-1.5000000000000002,4.375,0.072224,-0.024399999999999998,1.025776,0.21200000000000002,-0.47,0.555
0.5625,-1.0,3.6250000000000004,0.07124799999999999,-0.01952,1.037488,0.21,-0.465,0.5710000000000001
1.125,-0.6875,2.9375,0.07124799999999999,-0.024399999999999998,1.0365119999999999,0.21100000000000002,-0.463,0.547
0.6875,-1.375,2.125,0.05758399999999999,-0.04392,1.0316319999999999,0.20600000000000002,-0.47,0.557
1.8749999999999998,-0.3125,1.75,0.049776,-0.042943999999999996,1.040416,0.20700000000000002,-0.463,0.5730000000000001
2.1875,-1.3125,2.4375,0.056608,-0.037087999999999996,1.037488,0.21100000000000002,-0.4640000000000001,0.555
1.0625,-0.6875,2.75,0.056608,-0.04392,1.035536,0.215,-0.467,0.5690000000000001
1.8749999999999998,-0.37500000000000006,2.9375,0.060511999999999996,-0.040992,1.0365119999999999,0.21400000000000002,-0.46,0.5780000000000001
1.75,-0.625,1.6875,0.05563200000000001,-0.04392,1.040416,0.21700000000000003,-0.463,0.557
1.4375,-0.8125,2.0625,0.058559999999999994,-0.038064,1.038464,0.22,-0.47200000000000003,0.56
1.0,-2.25,1.75,0.046848,-0.052704,1.050176,0.203,-0.47400000000000003,0.557
2.125,-1.1875,3.0000000000000004,0.037087999999999996,-0.070272,1.035536,0.21100000000000002,-0.47700000000000004,0.547
1.3125,-1.625,4.25,0.05563200000000001,-0.050752,1.038464,0.20700000000000002,-0.466,0.55
1.9375,-1.375,4.625,0.048799999999999996,-0.060511999999999996,1.03944,0.21100000000000002,-0.47200000000000003,0.561
1.6875,-1.9375,3.5625000000000004,0.05758399999999999,-0.037087999999999996,1.038464,0.21400000000000002,-0.475,0.556
1.25,-1.5000000000000002,2.9375,0.067344,-0.029279999999999997,1.045296,0.21200000000000002,-0.47600000000000003,0.543
0.8125,-1.1875,2.375,0.070272,-0.036112,1.02968,0.213,-0.475,0.546
2.0,-1.0625,1.5625,0.066368,-0.045871999999999996,1.03456,0.21600000000000003,-0.47,0.545
2.25,0.0625,3.875,0.069296,-0.036112,1.056032,0.21600000000000003,-0.47,0.57
0.7500000000000001,-1.25,3.125,0.059536,-0.040015999999999996,1.028704,0.225,-0.4690000000000001,0.562
1.75,-1.8749999999999998,3.125,0.051727999999999996,-0.049776,1.045296,0.21900000000000003,-0.47200000000000003,0.552
1.4375,-1.4375,3.9375,0.06831999999999999,-0.031232000000000003,1.043344,0.218,-0.4690000000000001,0.559
-0.37500000000000006,-2.25,4.3125,0.07417599999999999,-0.047824,1.037488,0.218,-0.47600000000000003,0.575
3.1875,-1.375,3.4375,0.089792,-0.024399999999999998,1.032608,0.203,-0.475,0.565
0.3125,-2.25,1.75,0.0732,-0.018543999999999998,1.023824,0.22200000000000003,-0.47600000000000003,0.55
1.8125000000000002,-0.6875,2.9375,0.07808,-0.017568,1.043344,0.213,-0.465,0.562
2.25,0.25,2.0,0.076128,-0.034159999999999996,1.032608,0.20600000000000002,-0.475,0.562
1.0625,-1.9375,0.7500000000000001,0.058559999999999994,-0.066368,1.0316319999999999,0.213,-0.466,0.555
1.375,-0.8125,2.75,0.048799999999999996,-0.056608,1.047248,0.221,-0.47400000000000003,0.55
1.8749999999999998,-1.0625,3.875,0.054656,-0.044896,1.038464,0.21600000000000003,-0.48,0.555
1.0,-0.625,3.4375,0.064416,-0.033184,1.038464,0.21,-0.47300000000000003,0.549
1.125,-0.625,2.8125,0.060511999999999996,-0.07124799999999999,1.03944,0.21700000000000003,-0.47200000000000003,0.555
0.875,-1.125,1.8125000000000002,0.058559999999999994,-0.040015999999999996,1.025776,0.218,-0.466,0.545
1.0,-1.25,2.0625,0.08295999999999999,-0.023424,1.033584,0.215,-0.4690000000000001,0.551
1.125,-1.1875,2.0625,0.066368,-0.035136,1.03944,0.221,-0.465,0.542
0.5625,-1.5000000000000002,1.1875,0.070272,-0.038064,1.030656,0.21400000000000002,-0.47600000000000003,0.542
0.875,-1.0625,1.0625,0.06344,-0.038064,1.0316319999999999,0.218,-0.47100000000000003,0.555
-0.18750000000000003,-1.1875,1.5000000000000002,0.05563200000000001,-0.04392,1.030656,0.21100000000000002,-0.47,0.554
0.6875,-1.5625,1.125,0.046848,-0.06344,1.027728,0.221,-0.48,0.543
0.125,-1.1875,2.8125,0.08003199999999999,-0.040015999999999996,1.038464,0.21400000000000002,-0.475,0.546
0.4375,-1.25,3.4375,0.08295999999999999,-0.022448,1.025776,0.213,-0.4690000000000001,0.548
2.5,1.0,3.8125,0.05563200000000001,-0.023424,1.047248,0.22,-0.47900000000000004,0.545
2.375,0.25,3.0000000000000004,0.081984,-0.002928,1.037488,0.22200000000000003,-0.47800000000000004,0.544
-0.18750000000000003,0.5,1.9375,0.066368,-0.040992,1.040416,0.215,-0.48100000000000004,0.552
2.0,1.1875,0.7500000000000001,0.060511999999999996,-0.045871999999999996,1.03944,0.21600000000000003,-0.48200000000000004,0.555
4.0,1.6875,0.7500000000000001,0.059536,-0.036112,1.042368,0.215,-0.47300000000000003,0.545
4.75,0.25,1.0,0.056608,-0.038064,1.051152,0.21,-0.47700000000000004,0.5680000000000001
3.6875000000000004,-7.4375,-7.4375,0.041968,-0.123952,1.100928,0.213,-0.47700000000000004,0.545
0.6875,-11.125,-29.812500000000004,0.207888,-0.035136,0.61488,0.21200000000000002,-0.47800000000000004,0.552
-13.1875,17.0,-33.25,-0.10638399999999999,0.0,1.76168,0.19700000000000004,-0.47900000000000004,0.554
-0.4375,3.9375,-47.375,0.038064,-0.016592,1.040416,0.19200000000000003,-0.47300000000000003,0.547
-15.1875,7.812500000000001,-8.3125,-0.042943999999999996,0.022448,1.079456,0.187,-0.475,0.562
-4.75,4.375,1.25,0.020496,-0.041968,1.1712,0.193,-0.47800000000000004,0.5680000000000001
-0.37500000000000006,2.125,0.7500000000000001,0.050752,-0.037087999999999996,1.007232,0.196,-0.47900000000000004,0.55
1.3125,0.25,0.875,0.038064,-0.050752,1.050176,0.183,-0.47700000000000004,0.554
0.625,0.4375,0.7500000000000001,0.042943999999999996,-0.047824,1.038464,0.18900000000000003,-0.47,0.56
2.125,-2.0625,0.8125,0.034159999999999996,-0.04392,1.056032,0.18600000000000003,-0.47,0.561
3.25,-2.25,0.8125,0.030255999999999998,-0.026352,1.077504,0.19400000000000003,-0.48,0.5630000000000001
3.3125,-2.75,0.9374999999999999,0.047824,-0.040992,1.022848,0.183,-0.468,0.5720000000000001
0.5,-1.3125,0.8125,0.044896,-0.045871999999999996,1.03456,0.193,-0.47,0.565
